Department,PI_Name,Total_GPU_Hours_FY2026,Total_CPU_Hours_FY2026,Storage_Used_TB,Peak_Concurrent_GPUs,Avg_Queue_Wait_Min,Avg_Job_Duration_Hr,Total_Jobs,Job_Success_PCT,Satisfaction,Budget_Contribution,_Sheet,Month,Month_Num,GPU_Hours,CPU_Hours,Jobs,Avg_Wait_Min,Peak_GPUs,Storage_Delta_TB,Avg_GPU_Util_PCT,Avg_Mem_Util_PCT,Preempted_Jobs,Failed_Jobs,Energy_kWh,Min_GPUs_Per_Node,Min_GPU_Memory_GB,Min_Network_Gbps,Min_Storage_GBps,Special_Requirements,Preferred_Priority,Files_M,New_Data_TB,Deleted_TB,Avg_File_KB,Software,Avg_Monthly_Sessions,Peak_Concurrent,Avg_Session_Hours,GPU_Hours_Monthly,CPU_Hours_Monthly,Avg_Wait_GPU_Min,Avg_Wait_CPU_Min,P95_Wait_GPU_Min,P99_Wait_GPU_Min,Jobs_Timed_Out,Jobs_Preempted,Category,Avg_Runtime_Hr,Avg_GPU_Util,Avg_Mem_GB,Avg_IB_GBps,Avg_Energy_kWh,Response_ID,Role,Top_Issue,Comment,Date,User_ID,Jobs_Submitted,Jobs_Completed,Jobs_Failed,Max_Wait_Min,GPU_Util_Avg_PCT,Mem_Used_Avg_GB,Storage_Read_GB,Storage_Write_GB,IO_Wait_PCT,Network_GB,Overall_Score,Queue_Wait_Score,Storage_Score,Support_Score,GPU_Avail_Score,Comments,Sessions,Peak_Memory_GB
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,May,,190.0,144.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,80.0,,,,,,,,,usr_med_01,,,,,,,,,,,,,,,,,10.0,528.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Aug,,362.0,766.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,77.2,,,,,,,,,usr_med_01,,,,,,,,,,,,,,,,,38.0,413.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Nov,,379.0,957.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,53.2,,,,,,,,,usr_med_01,,,,,,,,,,,,,,,,,38.0,238.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Dec,,301.0,1743.0,,,,,,,,,,,,,,,,,,,,Gaussian,,,,,,,,,,,,,,71.3,,,,,,,,,usr_med_01,,,,,,,,,,,,,,,,,39.0,521.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Mar,,142.0,1887.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,39.9,,,,,,,,,usr_med_02,,,,,,,,,,,,,,,,,25.0,98.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Apr,,202.0,1643.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,44.3,,,,,,,,,usr_med_02,,,,,,,,,,,,,,,,,19.0,689.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Jun,,421.0,507.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,24.6,,,,,,,,,usr_med_02,,,,,,,,,,,,,,,,,4.0,392.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Sep,,387.0,1013.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,70.8,,,,,,,,,usr_med_02,,,,,,,,,,,,,,,,,28.0,56.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Jan,,112.0,1937.0,,,,,,,,,,,,,,,,,,,,Amber,,,,,,,,,,,,,,67.4,,,,,,,,,usr_med_03,,,,,,,,,,,,,,,,,20.0,211.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Feb,,258.0,1524.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,38.0,,,,,,,,,usr_med_03,,,,,,,,,,,,,,,,,7.0,512.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Sep,,240.0,1529.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,87.9,,,,,,,,,usr_med_03,,,,,,,,,,,,,,,,,38.0,526.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Dec,,174.0,1265.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,33.8,,,,,,,,,usr_med_03,,,,,,,,,,,,,,,,,3.0,226.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Feb,,279.0,1648.0,,,,,,,,,,,,,,,,,,,,RELION,,,,,,,,,,,,,,79.4,,,,,,,,,usr_med_04,,,,,,,,,,,,,,,,,46.0,537.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Mar,,221.0,1077.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,85.7,,,,,,,,,usr_med_04,,,,,,,,,,,,,,,,,31.0,348.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Jun,,304.0,437.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,47.4,,,,,,,,,usr_med_04,,,,,,,,,,,,,,,,,7.0,388.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Dec,,486.0,1111.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,26.2,,,,,,,,,usr_med_04,,,,,,,,,,,,,,,,,18.0,455.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Mar,,90.0,1013.0,,,,,,,,,,,,,,,,,,,,CP2K,,,,,,,,,,,,,,72.2,,,,,,,,,usr_med_05,,,,,,,,,,,,,,,,,38.0,175.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Apr,,216.0,80.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,20.3,,,,,,,,,usr_med_05,,,,,,,,,,,,,,,,,5.0,279.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,May,,11.0,667.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,87.3,,,,,,,,,usr_med_05,,,,,,,,,,,,,,,,,46.0,12.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Apr,,260.0,413.0,,,,,,,,,,,,,,,,,,,,RELION,,,,,,,,,,,,,,24.4,,,,,,,,,usr_med_06,,,,,,,,,,,,,,,,,38.0,354.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Mar,,203.0,1774.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,57.5,,,,,,,,,usr_med_07,,,,,,,,,,,,,,,,,26.0,133.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Apr,,467.0,132.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,33.3,,,,,,,,,usr_med_07,,,,,,,,,,,,,,,,,33.0,620.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Apr,,71.0,401.0,,,,,,,,,,,,,,,,,,,,WRF,,,,,,,,,,,,,,26.3,,,,,,,,,usr_med_07,,,,,,,,,,,,,,,,,5.0,524.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Apr,,311.0,1627.0,,,,,,,,,,,,,,,,,,,,RELION,,,,,,,,,,,,,,28.9,,,,,,,,,usr_med_08,,,,,,,,,,,,,,,,,16.0,544.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,May,,476.0,922.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,58.7,,,,,,,,,usr_med_08,,,,,,,,,,,,,,,,,31.0,396.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Feb,,196.0,753.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,50.8,,,,,,,,,usr_med_09,,,,,,,,,,,,,,,,,40.0,446.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,May,,212.0,1032.0,,,,,,,,,,,,,,,,,,,,Gaussian,,,,,,,,,,,,,,30.0,,,,,,,,,usr_med_09,,,,,,,,,,,,,,,,,30.0,545.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,May,,373.0,1276.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,26.8,,,,,,,,,usr_med_09,,,,,,,,,,,,,,,,,11.0,268.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Jul,,221.0,1196.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,38.9,,,,,,,,,usr_med_09,,,,,,,,,,,,,,,,,28.0,589.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Jun,,35.0,514.0,,,,,,,,,,,,,,,,,,,,COMSOL,,,,,,,,,,,,,,90.1,,,,,,,,,usr_med_10,,,,,,,,,,,,,,,,,44.0,699.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Sep,,347.0,1852.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,59.5,,,,,,,,,usr_med_10,,,,,,,,,,,,,,,,,16.0,491.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Jun,,28.0,994.0,,,,,,,,,,,,,,,,,,,,COMSOL,,,,,,,,,,,,,,35.2,,,,,,,,,usr_med_11,,,,,,,,,,,,,,,,,33.0,435.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Jul,,158.0,1367.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,80.9,,,,,,,,,usr_med_11,,,,,,,,,,,,,,,,,4.0,620.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Jul,,98.0,1731.0,,,,,,,,,,,,,,,,,,,,VASP,,,,,,,,,,,,,,46.8,,,,,,,,,usr_med_12,,,,,,,,,,,,,,,,,30.0,23.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Jul,,111.0,327.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,22.5,,,,,,,,,usr_med_13,,,,,,,,,,,,,,,,,40.0,453.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Jul,,456.0,108.0,,,,,,,,,,,,,,,,,,,,LAMMPS,,,,,,,,,,,,,,77.3,,,,,,,,,usr_med_13,,,,,,,,,,,,,,,,,16.0,212.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Oct,,399.0,1288.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,89.4,,,,,,,,,usr_med_13,,,,,,,,,,,,,,,,,15.0,431.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Jan,,128.0,1614.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,31.6,,,,,,,,,usr_med_14,,,,,,,,,,,,,,,,,24.0,436.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Apr,,309.0,1869.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,93.9,,,,,,,,,usr_med_14,,,,,,,,,,,,,,,,,35.0,682.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,May,,341.0,422.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,94.6,,,,,,,,,usr_med_14,,,,,,,,,,,,,,,,,13.0,22.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Jul,,110.0,390.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,20.4,,,,,,,,,usr_med_14,,,,,,,,,,,,,,,,,20.0,118.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Aug,,3.0,1210.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,72.8,,,,,,,,,usr_med_14,,,,,,,,,,,,,,,,,14.0,438.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Sep,,135.0,466.0,,,,,,,,,,,,,,,,,,,,COMSOL,,,,,,,,,,,,,,85.4,,,,,,,,,usr_med_14,,,,,,,,,,,,,,,,,22.0,232.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Feb,,148.0,10.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,76.5,,,,,,,,,usr_med_15,,,,,,,,,,,,,,,,,20.0,215.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,May,,130.0,627.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,50.0,,,,,,,,,usr_med_15,,,,,,,,,,,,,,,,,19.0,561.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Jul,,6.0,1316.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,89.2,,,,,,,,,usr_med_15,,,,,,,,,,,,,,,,,25.0,475.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Oct,,125.0,1594.0,,,,,,,,,,,,,,,,,,,,Amber,,,,,,,,,,,,,,70.4,,,,,,,,,usr_med_15,,,,,,,,,,,,,,,,,6.0,89.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Sep,,273.0,627.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,74.4,,,,,,,,,usr_med_16,,,,,,,,,,,,,,,,,9.0,169.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Oct,,316.0,989.0,,,,,,,,,,,,,,,,,,,,COMSOL,,,,,,,,,,,,,,58.5,,,,,,,,,usr_med_16,,,,,,,,,,,,,,,,,42.0,265.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Oct,,460.0,1872.0,,,,,,,,,,,,,,,,,,,,Amber,,,,,,,,,,,,,,24.6,,,,,,,,,usr_med_17,,,,,,,,,,,,,,,,,6.0,251.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Jan,,341.0,1142.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,54.1,,,,,,,,,usr_med_18,,,,,,,,,,,,,,,,,47.0,340.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Apr,,134.0,1593.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,43.3,,,,,,,,,usr_med_18,,,,,,,,,,,,,,,,,31.0,375.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Nov,,233.0,1299.0,,,,,,,,,,,,,,,,,,,,LAMMPS,,,,,,,,,,,,,,80.4,,,,,,,,,usr_med_18,,,,,,,,,,,,,,,,,22.0,675.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,May,,259.0,256.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,94.5,,,,,,,,,usr_med_19,,,,,,,,,,,,,,,,,13.0,458.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Oct,,27.0,263.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,29.6,,,,,,,,,usr_med_19,,,,,,,,,,,,,,,,,19.0,227.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Dec,,116.0,1755.0,,,,,,,,,,,,,,,,,,,,PyTorch,,,,,,,,,,,,,,69.8,,,,,,,,,usr_med_19,,,,,,,,,,,,,,,,,27.0,600.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Aug,,54.0,437.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,38.6,,,,,,,,,usr_med_20,,,,,,,,,,,,,,,,,18.0,60.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Sep,,182.0,1572.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,80.6,,,,,,,,,usr_med_20,,,,,,,,,,,,,,,,,49.0,313.0
Medical Research,,,,,,,,,,,,Software_Usage_Per_User,Dec,,174.0,567.0,,,,,,,,,,,,,,,,,,,,TensorFlow,,,,,,,,,,,,,,59.6,,,,,,,,,usr_med_20,,,,,,,,,,,,,,,,,17.0,540.0
ALL,,,,,,,,,,,,Peak_Concurrent_Summary,Mar,,4250.0,12800.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,512.0
ALL,,,,,,,,,,,,Peak_Concurrent_Summary,Jan,,4898.0,13682.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,502.0
ALL,,,,,,,,,,,,Peak_Concurrent_Summary,Feb,,2888.0,11712.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,486.0
ALL,,,,,,,,,,,,Peak_Concurrent_Summary,Apr,,4403.0,14381.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,415.0
ALL,,,,,,,,,,,,Peak_Concurrent_Summary,May,,4432.0,12542.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,338.0
ALL,,,,,,,,,,,,Peak_Concurrent_Summary,Jun,,2028.0,13365.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,392.0
ALL,,,,,,,,,,,,Peak_Concurrent_Summary,Jul,,4269.0,12321.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,576.0
ALL,,,,,,,,,,,,Peak_Concurrent_Summary,Aug,,3914.0,12938.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,304.0
ALL,,,,,,,,,,,,Peak_Concurrent_Summary,Sep,,3380.0,12213.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,316.0
ALL,,,,,,,,,,,,Peak_Concurrent_Summary,Oct,,2000.0,9982.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,483.0
ALL,,,,,,,,,,,,Peak_Concurrent_Summary,Nov,,4862.0,13821.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,416.0
ALL,,,,,,,,,,,,Peak_Concurrent_Summary,Dec,,3288.0,9289.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,408.0
